timestamp,first_cell_year,was_smartphone,birth_year,generation
"2022/02/09 10:09:21 PM EST","2003","No","1989","Millennial"
"2022/02/09 10:11:25 PM EST","2003","No","1989","Millennial"
"2022/02/09 10:17:36 PM EST","2008","No","1998","Gen Z"
"2022/02/09 10:21:12 PM EST","2005","No","1990","Millennial"
"2022/02/09 10:32:39 PM EST","2015","Yes","2006","Gen Z"
"2022/02/09 10:34:35 PM EST","2011","No","1999","Gen Z"
"2022/02/09 10:46:20 PM EST","2011","No","1998","Gen Z"
"2022/02/09 10:46:42 PM EST","2010","No","1999","That thing between the two"
"2022/02/09 10:50:39 PM EST","2011","No","1999","Gen Z"
"2022/02/09 10:54:34 PM EST","2013","No","2005","Gen Z"
"2022/02/09 11:00:26 PM EST","2015","Yes","2002","Gen Z"
"2022/02/09 11:06:31 PM EST","2011","No","1999","Gen Z"
"2022/02/09 11:08:19 PM EST","2007","No","1998","Millennial"
"2022/02/09 11:08:33 PM EST","2006","No","1993","Millennial"
"2022/02/09 11:10:44 PM EST","2010","No","1995","Millennial"
"2022/02/09 11:11:44 PM EST","2015","Yes","1998","Gen Z"
"2022/02/09 11:11:50 PM EST","2012","No","2003","Gen Z"
"2022/02/09 11:23:32 PM EST","2008","Yes","1977","Millennial"
"2022/02/09 11:27:28 PM EST","2016","No","1998","Gen Z"
"2022/02/09 11:29:40 PM EST","2015","Yes","2005","Gen Z"
"2022/02/09 11:30:30 PM EST","2002","No","1984","Millennial"
"2022/02/09 11:31:25 PM EST","2001","No","1985","Gen Y"
"2022/02/09 11:37:19 PM EST","1997","No","1980","Gen X "
"2022/02/09 11:39:24 PM EST","2007","No","1995","Between the two "
"2022/02/09 11:46:16 PM EST","2007","No","1994","Millennial"
"2022/02/09 11:47:29 PM EST","2021","Yes","2003","Gen Z"
"2022/02/09 11:48:22 PM EST","2017","Yes","2005","Gen Z"
"2022/02/09 11:49:58 PM EST","2009","No","1999","Gen Z"
"2022/02/09 11:57:29 PM EST","2010","No","1998","Gen Z"
"2022/02/09 11:57:38 PM EST","2019","No","2006","Gen Z"
"2022/02/10 12:01:43 AM EST","2005","No","1989","Millennial"
"2022/02/10 12:13:05 AM EST","2006","No","1993","Millennial"
"2022/02/10 12:14:54 AM EST","2017","No","1999","Gen Z"
"2022/02/10 12:22:03 AM EST","2016","Yes","2001","Gen Z"
"2022/02/10 12:36:30 AM EST","2010","No","1998","Millennial"
"2022/02/10 12:38:47 AM EST","2008","No","1995","Millennial"
"2022/02/10 12:48:42 AM EST","2007","No","1999","Millennial"
"2022/02/10 1:03:15 AM EST","2009","No","1997","Gen Z"
"2022/02/10 1:11:36 AM EST","2008","No","1998","Gen Z"
"2022/02/10 1:16:40 AM EST","2007","No","1994","Millennial"
"2022/02/10 1:22:33 AM EST","2011","No","2000","Gen Z"
"2022/02/10 1:35:12 AM EST","2015","Yes","2001","Gen Z"
"2022/02/10 1:43:27 AM EST","2016","Yes","2002","Gen Z"
"2022/02/10 1:46:02 AM EST","2013","Yes","1999","Gen Z"
"2022/02/10 1:55:16 AM EST","2020","No","2008","Gen Z"
"2022/02/10 2:10:07 AM EST","2005","No","1996","Millennial"
"2022/02/10 2:14:31 AM EST","2005","No","1988","Millennial"
"2022/02/10 2:17:37 AM EST","2013","No","2004","Gen Z"
"2022/02/10 2:22:30 AM EST","2008","No","2001","Gen Z"
"2022/02/10 2:26:40 AM EST","2015","Yes","2001","Gen Z"
"2022/02/10 2:31:00 AM EST","2017","Yes","2007","Gen Z"
"2022/02/10 4:03:03 AM EST","2007","No","1994","Millennial"
"2022/02/10 4:45:09 AM EST","2003","No","1988","Millennial"
"2022/02/10 5:04:21 AM EST","2005","No","1990","Millennial"
"2022/02/10 5:17:00 AM EST","2011","Yes","1999","Gen Z"
"2022/02/10 5:17:08 AM EST","2005","No","1993","Millennial"
"2022/02/10 6:05:26 AM EST","2009","No","1991","Millennial"
"2022/02/10 6:17:56 AM EST","2009","No","1999","Gen Z"
"2022/02/10 6:30:05 AM EST","2011","No","1998","Gen Z"
"2022/02/10 6:56:36 AM EST","2011","Yes","1994","Millennial"
"2022/02/10 7:04:23 AM EST","2006","No","1994","Millennial"
"2022/02/10 7:05:48 AM EST","2002","No","1985","Millennial"
"2022/02/10 7:07:19 AM EST","2009","No","1999","Gen Z"
"2022/02/10 7:15:40 AM EST","2008","Yes","2000","Gen Z"
"2022/02/10 7:17:57 AM EST","2009","No","1997","Gen Z"
"2022/02/10 7:59:33 AM EST","2011","No","1999","Gen Z"
"2022/02/10 8:00:11 AM EST","2014","Yes","2004","Gen Z"
"2022/02/10 8:00:13 AM EST","2011","No","2000","Gen Z"
"2022/02/10 8:00:28 AM EST","2015","Yes","2006","Ur mom"
"2022/02/10 8:12:23 AM EST","2006","No","1994","Millennial"
"2022/02/10 8:16:57 AM EST","2009","No","1999","Millennial"
"2022/02/10 8:38:00 AM EST","2010","No","1996","Millennial"
"2022/02/10 8:41:28 AM EST","2005","No","1997","Gen Z"
"2022/02/10 8:44:36 AM EST","2011","No","2000","Gen Z"
"2022/02/10 8:47:55 AM EST","2012","Yes","1995","Millennial"
"2022/02/10 8:48:54 AM EST","2010","No","2000","Gen Z"
"2022/02/10 9:00:37 AM EST","2016","Yes","2004","Gen Z"
"2022/02/10 9:16:34 AM EST","2012","No","2000","Gen Z"
"2022/02/10 9:22:30 AM EST","2013","Yes","2003","Gen Z"
"2022/02/10 9:25:42 AM EST","1996","No","1963","and of the boomers"
"2022/02/10 9:46:40 AM EST","2002","No","1983","Millennial"
"2022/02/10 10:09:50 AM EST","2014","No","2001","Gen Z"
"2022/02/10 10:15:26 AM EST","2014","No","2000","Gen Z"
"2022/02/10 10:21:18 AM EST","2006","No","1994","Millennial"
"2022/02/10 10:23:32 AM EST","2000","No","1980","Gen x"
"2022/02/10 10:27:29 AM EST","2012","Yes","2001","Gen Z"
"2022/02/10 10:29:20 AM EST","2009","No","1993","Millennial"
"2022/02/10 10:33:55 AM EST","2012","Yes","2000","Gen Z"
"2022/02/10 10:38:38 AM EST","2013","Yes","2000","Gen Z"
"2022/02/10 10:40:14 AM EST","2013","No","2000","Gen Z"
"2022/02/10 10:44:01 AM EST","1998","No","1979","Millennial"
"2022/02/10 11:02:34 AM EST","2002","No","1988","Millennial"
"2022/02/10 11:08:06 AM EST","2012","No","1999","Gen Z"
"2022/02/10 11:47:52 AM EST","2014","Yes","2001","something between millennials and gen z"
"2022/02/10 12:10:52 PM EST","2011","No","1995","Millennial"
"2022/02/10 12:24:29 PM EST","2014","Yes","2005","Gen Z"
"2022/02/10 12:29:17 PM EST","2011","No","2000","Gen Z"
"2022/02/10 12:51:30 PM EST","2011","No","1999","Gen Z"
"2022/02/10 12:58:36 PM EST","2013","Yes","1999","Gen Z"
"2022/02/10 12:59:47 PM EST","1996","No","1970","X"
"2022/02/10 1:48:51 PM EST","2018","Yes","2007","Gen Z"
"2022/02/10 2:02:19 PM EST","2015","Yes","2004","Gen Z"
"2022/02/10 2:04:36 PM EST","1998","No","1972","Gen X"
"2022/02/10 2:55:30 PM EST","2005","No","1991","Millennial"
"2022/02/10 3:22:40 PM EST","2015","No","2008","Gen Z"
"2022/02/10 3:33:42 PM EST","2013","No","2000","Gen Z"
"2022/02/10 3:52:57 PM EST","2013","Yes","2001","Gen Z"
"2022/02/10 4:27:24 PM EST","2006","No","1996","Millennial"
"2022/02/10 4:52:11 PM EST","2013","Yes","1998","Millennial"
